"Subjects" "Acivity" "Average Body X Acc" "Average Body Y Acc" "Average Body z Acc" "Average Body x Gyro" "Average Body y Gyro" "Average Body z Gyro" "Average Total X Acc" "Average Total y Acc" "Average Total z Acc"
"V17" "Train" 0.0223830115218773 0.00814727541269391 0.0117313440329905 0.00877978089900891 0.0237562281361896 0.0255376833211732 0.807671443830466 0.0168049274013244 0.101933861930648
"V170" "Test" 0.011153596351626 0.00418056178279799 -4.05540023607959e-06 0.00627297078794492 -0.0194599481267982 -0.00133008211061558 0.0366527611290322 NA 0.0311986768284916
"V170" "Train" -0.00418874452147747 -0.000642401079143563 -0.00393585907230667 0.0255324493092983 0.00360059429587546 0.000252055161166368 0.0168485592964286 NA 0.0267939721453023
"V171" "Test" 0.012239236020343 0.00295083398864483 0.00134153273661683 0.0359534222043804 -0.0112087151747411 -6.86194648687218e-05 0.869448522603853 NA 0.235549078632289
"V171" "Train" -0.00116993651020299 0.0011219204858236 -0.00112159825836875 0.0293749174448758 0.00165831416596504 0.00272898695272432 0.860504727061804 NA 0.303815486963698
"V172" "Test" 0.011965504593394 0.00488370403309557 -0.00096944760899438 0.0109924650112207 -0.0028288749822266 -0.00182494698969318 0.0416541905133333 NA 0.0311267172095891
"V172" "Train" -0.00166357045162123 0.00204058430836603 -0.00384725038070314 0.0254413414436618 -0.00633740206994582 -1.42889751447766e-05 0.0203946578962963 NA 0.0251551146671845
"V173" "Test" 0.00923038473972528 0.00052720241430395 -0.00182761619033914 0.0434632984571415 -0.00474062247204391 -0.00266995996522475 0.871269746668891 NA 0.23693709904587
"V173" "Train" 0.00239311905360528 0.00233870103385217 -0.00236137460782432 0.0259033445522776 -0.0061549469737765 0.00193668487473474 0.86241122673951 NA 0.306646858566811
"V174" "Test" 0.0113923001611551 0.00194592636101516 -0.00300821598395184 0.0121771886610097 -0.00276323852235158 0.00407745921845216 0.0460937767965517 NA 0.0346382153113618
"V174" "Train" 0.000738182525430788 0.00105308867122558 -0.00422932946199975 0.0231244593688288 -0.00675329772833891 0.00089407282296232 0.0227749111372549 NA 0.0255858852370672
"V175" "Test" 0.00569093896810931 -0.00147614890423413 -0.00302234633528161 0.0335758085528713 -0.000313901014585372 0.00382015424609989 0.87188669675205 NA 0.240509108272084
"V175" "Train" 0.00263402316021631 0.000342504987457729 -0.00286706976038424 0.0267938708917484 -0.00449232174898313 0.00467573720593456 0.862756098159513 NA 0.309916540258514
"V176" "Test" 0.00969792323324512 0.00168949901337136 -0.00438377783939976 0.00678449600910137 -0.00551193172015145 0.00875550534225097 0.0462814564896552 NA 0.0388331064708317
"V176" "Train" -0.00047271301153282 -0.000513237810514968 -0.00397666010556265 0.025642771712992 -0.0014907934614369 0.00831787498187532 0.0322982067254902 NA 0.0325902582457511
"V177" "Test" 0.00183526120341662 -0.00235607784896674 -0.00674345384565806 0.029838505561231 0.000713954178130562 0.0100427854255457 0.870237794768144 NA 0.243090819945649
"V177" "Train" 0.00225787261132432 -0.000362702167920805 -0.00393012621693916 0.0282295180357025 0.000714257585335197 0.0111513001194397 0.863940891173194 NA 0.315127266863003
"V178" "Test" 0.0072965884444852 0.00371705108398498 -0.0048307801248773 0.000841235867703596 -0.0134399643865258 0.0094659753326455 0.0412277971129032 NA 0.0409411247657258
"V178" "Train" 0.00169939272201535 -0.000836574548509082 -0.0032394170887846 0.0278153610206712 0.00220981233160622 0.00835343665411131 0.0402219447020408 NA 0.0367252859546993
"V179" "Test" -0.000780482188683604 -0.00375666496230072 -0.00579663274409341 0.0275818034308841 -0.00577659482406801 0.00786993152803083 0.869735153013002 NA 0.245024368453131
"V179" "Train" 0.00290826261940402 0.000359129926463296 -0.00289942452262074 0.0305762020004224 0.00185178405675434 0.0121985223041134 0.865253686463495 NA 0.316288195237656
"V18" "Test" 0.0122224539640145 -0.00761699661264716 -0.0114313140995233 -0.132365823711816 -0.00551832159147768 -0.0169858027116442 -0.0850732580735294 -0.000933359336120828 -0.140640379503156
"V18" "Train" 0.0166762501725162 -0.0123896643849368 -0.0111556431858204 -0.114525132765025 -0.0384211072295891 -0.0326067673541922 -0.0944468038729792 0.0179334720043956 -0.171667558414908
"V180" "Test" 0.00869659617534101 0.00445746656307293 -0.00282521964970282 -0.00365336676966794 -0.00784255552788149 -0.00181827900197714 0.0419666538333333 NA 0.038739534596334
"V180" "Train" 0.00423908697440407 0.000264330782104546 -0.00183660614360287 0.0315122977113223 -0.000519631425658458 0.00495432529192874 0.0493666855843137 NA 0.0332933514378911
"V181" "Test" 0.00166312104544322 -0.00257537917996833 -0.00468670493737104 0.0327911640801165 -0.00459224563710787 0.00442218091577906 0.869278787897823 NA 0.24569336630373
"V181" "Train" 0.00375225148390532 0.00256205011142971 -0.00104929398904444 0.0287600633381872 0.00441647861780621 0.009451655056154 0.866174893052819 NA 0.322082003330678
"V182" "Test" 0.00800623587317984 0.00534599919488581 -0.00338653557538708 0.0178105783926428 -0.00316711171798797 -0.00257786554163011 0.0511938213793103 NA 0.0458958383796137
"V182" "Train" 0.00219437895284867 -0.00104548478935515 9.84297027965898e-05 0.0269018746656617 0.0010720163470852 -0.00122030212770959 0.0631415648653061 NA 0.0442062256670502
"V183" "Test" -0.000484446697854476 -0.00280239893197337 -0.00373745516575812 0.0431986396491995 0.0060991607420014 0.00577376871091087 0.869008430600927 NA 0.24749159154284
"V183" "Train" 0.00434212716207476 0.00183802805927346 3.16540471220111e-05 0.0215491641257747 0.00187170668392306 0.00492561688455472 0.867472448675325 NA 0.3260104724107
"V184" "Test" 0.0036696188986792 0.00590748386659762 -0.00412235585134471 0.0253806826989382 NA 0.00306276808414619 0.0651934003777778 NA 0.0524393898171744
"V184" "Train" 0.00363170855809106 -0.000661081810633808 NA 0.0214251579313618 0.00133822072120547 -0.000245851092771145 0.0732029097891305 NA 0.0498699275691613
"V185" "Test" -0.00109198434869309 -2.71861320662721e-05 -0.00317489372976141 0.0459718935588984 NA 0.00727690962283602 0.869265418124438 NA 0.252583260899502
"V185" "Train" 0.00688270564219169 0.00155119338806165 NA 0.0255379131290484 -0.00259960838928568 0.00339275891380283 0.86778683699733 NA 0.329681448998853
"V186" "Test" 0.00175428617553889 0.00597709881521877 -0.00558928184540579 0.0399470409681267 NA 0.0135219885052388 0.0720961922111111 NA 0.0510029088276018
"V186" "Train" 0.00299974796124171 -0.000336626096360645 NA 0.0267567311363406 -0.00130534894310453 0.00264418059990027 0.0783798945955556 NA 0.053563417413796
"V187" "Test" 0.00186624019733607 -0.000974749454151455 -0.00552377498653259 0.0591153307087218 NA 0.00939293069956674 0.86780318341908 NA 0.255076823583806
"V187" "Train" 0.00632084284089901 0.00181891084345727 NA 0.0317061158594328 0.00258753720248106 0.0056987053536663 0.867727756636094 NA 0.335190824771686
"V188" "Test" 0.000403963791587592 0.00439233602009311 -0.00447771481264714 0.0484924742649752 NA 0.00896359238368422 0.0787048718666667 NA 0.0543337334639908
"V188" "Train" 0.00644480589531051 -0.00260556545502995 NA 0.0310937654123323 0.0139201047953788 0.00400044675665754 0.0866389074533333 NA 0.0531513084394052
"V189" "Test" 0.000120140921479903 -0.00129146636009155 -0.00273915696534793 0.0661134589815794 NA 0.0087127095568782 0.867203929901289 NA 0.253768967137798
"V189" "Train" 0.00360570241847215 0.000295176623001962 NA 0.039662524400536 0.00891595375018434 0.00954401955589831 0.867621766586003 NA 0.338113165941609
"V19" "Test" 0.024095156922467 0.0151020042390022 0.0113318889705702 -0.00578530985478494 0.0244901952449146 0.0254391603175221 0.819497780130983 -0.000559641448499068 0.0913438654625785
"V19" "Train" 0.0230793228809242 0.00813993554311879 0.0103536139806194 0.0110208293405464 0.0178542347953602 0.0225653654786856 0.807944762624842 0.0202690238262562 0.101985795070584
"V190" "Test" -0.000197298120562192 0.00235188620671673 -0.00201992566291159 0.051456660121593 NA 0.0113382705485239 0.0787988089510714 NA 0.0535826687556872
"V190" "Train" 0.00451774445726906 -0.00268369423952866 NA 0.0427764390392594 0.0198315817693596 0.00941269521033354 0.0847170466295454 NA 0.0535393677319402
"V191" "Test" -0.00241955031905444 -0.00477297750710901 -0.000278622642434594 0.0687303136928767 NA 0.00781949219054054 0.864316037489027 NA 0.255571240207482
"V191" "Train" 0.00321747653481525 0.000563395369461994 NA 0.0434911283045073 0.0118713474306627 0.0137828065815564 0.866488947927164 NA 0.340461601215428
"V192" "Test" 0.000759518038463856 -0.00205287484683183 0.000245901758532854 0.0449156457447156 NA 0.0140236474257182 0.0650268543137931 NA 0.0521529120978446
"V192" "Train" 0.00277624118694463 -0.000289914819885381 NA 0.0453957701486557 0.0298885502484745 0.0130468959612915 0.0703749905 NA 0.0570475816862124
"V193" "Test" 0.00206051105636516 -0.00690317939041273 0.00139959409125577 0.0750916034191814 NA 0.00830619450243632 0.85866190380343 NA 0.258998689694633
"V193" "Train" 0.00190956928270818 0.00349373242830381 NA 0.0401637032537073 0.0193076211582326 0.0166313611424716 0.865879424468635 NA 0.344826751059163
"V194" "Test" 0.00300993221909622 -0.00483874579625185 4.20100748112292e-05 0.0577261000692078 NA 0.0165012352227163 0.0483279945517241 NA 0.0587329355356569
"V194" "Train" -0.000552737564327594 0.00455159280843618 NA 0.0489472047208743 0.0257902365697362 0.00917599537987896 0.0616663133255814 NA 0.0588458065891639
"V195" "Test" 0.00349614982419355 -0.00443985125794763 -0.000156117013124348 0.0887676082204746 NA 0.0136858736307745 0.855244929171846 NA 0.260099148095892
"V195" "Train" -0.0029490681455564 0.00341123957281786 NA 0.0455351396336369 0.0145818780169165 0.0167006365720701 0.866420197068872 NA 0.346170883223452
"V196" "Test" -0.000855117666194829 -0.00405443620267421 0.00183644859195248 0.0455920634988165 NA 0.0201977895619081 0.0372002994482759 NA 0.0562904938253443
"V196" "Train" -0.00277933013017143 0.000802357910946486 NA 0.0463092954914347 0.0220088222166881 0.0124440286666394 0.0508040437272727 NA 0.0640000080846816
"V197" "Test" 0.00222595328565517 -0.00294304837249274 -0.000374917039359998 0.0941678818064684 NA 0.0218055157044237 0.855478225347623 NA 0.267284857485347
"V197" "Train" 8.44984735590112e-05 NA NA 0.0516444843853824 0.0171346022977728 0.0229287443027402 0.868504582655184 NA 0.348663276932516
"V198" "Test" -0.00460225560552 -0.00723619454358586 -0.00240920572430106 0.0467867294621641 NA 0.0234537926023107 0.0267610397333333 NA 0.0637555306879311
"V198" "Train" -0.00151665478277694 NA NA 0.0499264276059347 0.0246513989094231 0.0203821563992364 0.0573306433372093 NA 0.068697542808079
"V199" "Test" -0.000561064920579946 0.002391016651857 -0.0012014357779948 0.0924867028437926 NA 0.0261043942461838 0.858066681969968 NA 0.272989384270953
"V199" "Train" 0.00210447232473757 NA NA 0.0611302043387125 0.0236246893508491 0.029078901402 0.869619461083425 NA 0.35013622187375
"V2" "Test" -0.0933814617238785 -0.0641296940493379 -0.0540134506367226 -0.25525002459359 -0.0851768317455454 -0.146415151641469 -0.0897780940593985 -0.0401799129373373 -0.174659734002437
"V2" "Train" -0.101719134104412 -0.0453898646235027 -0.0300009722188252 -0.239177819147647 -0.193157331647308 -0.145115117264739 -0.0976561254239631 -0.0307212639881339 -0.207033973394259
"V20" "Test" 0.0172781328970945 -0.00607577214883083 -0.009709755996313 -0.122469459794937 -0.00954631036796882 -0.0178169853896147 -0.0863067782242647 -0.00113345431643658 -0.136329613548483
"V20" "Train" 0.0221919164899778 -0.0114031427007885 -0.0094652011727711 -0.109105357388431 -0.0363084402356544 -0.0309762650942819 -0.0955083767190367 0.0195318379309682 -0.168863132409599
"V200" "Test" -0.00295697291431487 -0.00576962893108201 -0.000225215210948511 0.0485212164718502 NA 0.028082089283927 0.0199355877677419 NA 0.0681094033128049
"V200" "Train" 0.00142126041432658 NA NA 0.0578459260222752 0.0239469056179928 0.0166581606840719 0.0618752238495238 NA 0.0691567447914499
"V201" "Test" -0.00239395571174342 0.00208296176975 -0.000926740585007542 0.110655451806505 NA 0.0373152640557163 0.858872420494095 NA 0.274834282119675
"V201" "Train" 0.00200462877506313 NA NA 0.0836607695768851 0.0223223266656771 0.027976381821142 0.869437377444042 NA 0.350287944424795
"V202" "Test" 0.00259627333604428 -0.00207388880852631 0.000547719683906977 0.0725538083965666 NA 0.0307696627093654 0.023364823859375 NA 0.0781249987612583
"V202" "Train" 0.00183570498139737 NA NA 0.0707076189517208 0.0372760799664221 0.013070014315851 0.0612475301904762 NA 0.0702826010975854
"V203" "Test" 0.0012149526577821 0.0020316257445302 -0.0013869860881932 0.105434301455724 NA 0.0275707147905145 0.857710290877346 NA 0.277648028349111
"V203" "Train" 0.00157593255015489 NA NA 0.0956722087863555 0.0363127052026253 0.034152705389396 0.869725141931837 NA 0.354527144758461
"V204" "Test" 0.00231971416495413 -0.00257927985705972 -0.000343140670594699 0.0735600852571219 NA 0.0272839335252992 0.03828478846875 NA 0.0722187751176271
"V204" "Train" 0.000968022505372907 NA NA 0.0721854397653893 0.0375554350998062 0.0236530510576186 0.0666799658809524 NA 0.0773122566706131
"V205" "Test" 0.000430775667636364 0.0013281012708675 0.00420012022048566 0.120782727842146 NA 0.0284794561931608 0.857772203095239 NA 0.278451116047237
"V205" "Train" 0.00185822486304498 NA NA 0.107117060122763 0.0367393524820486 0.0409661384958308 0.868370682617218 NA 0.358284153340825
"V206" "Test" 0.00134743142091579 -0.00436884160174688 0.00226632911 0.0765937932838756 NA 0.0220525111512714 0.064253430862069 NA 0.0733345929354477
"V206" "Train" 0.00157823153047331 NA NA 0.0806198258319126 0.0335255072030945 0.0223611517597304 0.0783723362575 NA 0.0808727150596848
"V207" "Test" 0.000111417471020619 -0.00572948985914792 0.00487481521016279 0.117788669661889 NA 0.029142150337384 0.859569812839341 NA 0.281754671940349
"V207" "Train" 0.00182224309123946 NA NA 0.105060112652417 0.033847525834875 0.0421357971151035 0.866572218774021 NA 0.359131738049478
"V208" "Test" -0.000527897824658385 -0.00335001194544053 0.00204672627356439 0.0773280753737398 NA 0.0269082147574336 0.0926052762692308 NA 0.0743466135656127
"V208" "Train" 0.000896547838625779 NA NA 0.0731109106227767 0.0145679824975521 0.0267113547291667 0.085241053 NA 0.0806196090349315
"V209" "Test" 0.000459389278461538 0.000518684827392345 0.00420699939945338 0.116333546519523 NA 0.0265123398752535 0.860635758852876 NA 0.287577564964454
"V209" "Train" 0.00285685779488599 NA NA 0.108002207719331 0.0154038195020624 0.0373738042965803 0.866087981900348 NA 0.362853670657983
"V21" "Test" 0.0238425536572467 0.0139433860639968 0.0115654336298683 -0.007919942397021 0.0248352129982695 0.0224476189131011 0.821126337916524 -0.00254803748350315 0.0918368619541109
"V21" "Train" 0.0221411078146215 0.00839636373271439 0.0122373122723716 0.0136281606298366 0.0104380532868654 0.0208069246635986 0.808246806036438 0.022241899511513 0.102288498910599
"V210" "Test" -0.000945334891136364 -0.0026223406889011 0.00913704986160279 0.0794377763901449 NA 0.00247706236089966 0.091314072524 NA 0.0807175283421487
"V210" "Train" 0.000732759149905438 NA NA 0.080149418999604 0.0129490737139789 0.0273734843656735 0.0737850779052632 NA 0.0908979545756398
"V211" "Test" 0.000959061155671641 0.00571790265875758 0.00808076128739216 0.116849131399419 NA 0.026461120897449 0.860311232394407 NA 0.292786229574964
"V211" "Train" 0.00189145463487784 NA NA 0.123024810823495 0.0200412991328763 0.0386080886551432 0.865858116191593 NA 0.3654172490101
"V212" "Test" -0.000783146135306306 -0.00398007950904255 0.00531538940759999 0.0877898493735737 NA 0.0036517287391129 0.0751464779916667 NA 0.0843671007978542
"V212" "Train" 0.00137289296044118 NA NA 0.091231522139415 0.0195013875563501 0.0273495185908152 0.0595646972689474 NA 0.092239346693154
"V213" "Test" -0.000676577167456141 NA 0.00539158067330316 0.116479668559474 NA 0.0184007160460227 0.859343040720231 NA 0.293993621478388
"V213" "Train" 0.0028025689082 NA NA 0.133922981023983 0.0230444965077946 0.0407414470062301 0.86612099529626 NA 0.367420443148593
"V214" "Test" -0.00236080241669811 NA 0.00633256791094528 0.103935067881354 NA -0.00618357048569445 0.06932453412 NA 0.0836999122845815
"V214" "Train" 0.00248859068682143 NA NA 0.106658128274929 0.0163902098470022 0.0310044524977301 0.0652297800216216 NA 0.0934299794306533
"V215" "Test" -0.00233848193733333 NA 0.00474529084504211 0.14371354078 NA 0.0209618212267593 0.859169541605952 NA 0.296193431423795
"V215" "Train" 0.00365355434 NA NA 0.147976968338222 0.0271230876668785 0.0400446066735762 0.865991381269452 NA 0.36843317508856
"V216" "Train" 0.0023616430614902 NA NA 0.113871088160843 0.0176436674991184 0.0280986837473903 0.0970622315142857 NA 0.0955070702911228
"V217" "Train" 0.00433874804744601 NA NA 0.150329938063309 0.0271438531564979 0.0404736477740325 0.864860267538727 NA 0.371166600529795
"V218" "Train" 0.00300978889797653 NA NA 0.112303793875683 0.0161999333410084 0.0376091778887467 0.131935539181818 NA 0.0948543695861644
"V219" "Train" 0.00441956674589888 NA NA 0.158987471722392 0.0275839958021226 0.0420408318648748 0.862972202217588 NA 0.37252363631952
"V22" "Test" 0.0194494908736763 -0.00285454931161283 -0.00683129320346716 -0.114415190481397 -0.0128360855503883 -0.013481729682351 -0.084771248225 -0.00189914550634921 -0.136468603703555
"V22" "Train" 0.0227698043583904 -0.00972198644485374 -0.00715107365094592 -0.102798777351145 -0.0367842092157812 -0.0277672910815089 -0.0946663808392694 0.0218233145594842 -0.168341234076291
"V23" "Test" 0.0215350345943968 0.0124080094306226 0.0103520361201175 -0.0112965422733106 0.0203439625638739 0.0232519030294585 0.821493300467981 -0.000746217654669849 0.0911663987083178
"V23" "Train" 0.0195751284928215 0.00773151882520143 0.0127657755203039 0.0130258259873415 -0.000586221142651968 0.0180160225763801 0.809109822441738 0.0242592847924637 0.102110130311002
"V24" "Test" 0.0174706649565162 -0.00465530208596546 -0.00556689038061064 -0.110687790289838 -0.00730934537966188 -0.00991694953893027 -0.0833369125036496 0.000615921845653325 -0.133453018219251
"V24" "Train" 0.018469585100945 -0.00873611440170961 -0.00577483551813231 -0.0981436739958012 -0.0364337824536535 -0.0300911779061087 -0.0938849270517646 0.0238739213688997 -0.165513398569095
"V25" "Test" 0.0175616482549709 0.00764571277595094 0.00885193330416818 -0.0113452499770688 0.0221419383780304 0.0245999309038626 0.823792234088958 0.0037832359149743 0.0907214926205214
"V25" "Train" 0.0138889473342237 0.00645190369518539 0.0106833600032806 0.0139384510808086 -0.00422694386392384 0.011828481623899 0.810028281837792 0.0265280769820512 0.102917944193111
"V26" "Test" 0.0118179240158164 -0.00613144591007974 -0.00512784126940498 -0.0996872674249495 0.00238937716734035 -0.0107042747466307 -0.0843403496218978 0.00289100290663601 -0.132360899098231
"V26" "Train" 0.0118550875262388 -0.00740880164268677 -0.00556084225224927 -0.0936080079475119 -0.0319863033600875 -0.0317360597020819 -0.0944000027528344 0.027099524244219 -0.163180712773326
"V27" "Test" 0.0144362699159314 0.00383153497330851 0.00864518019461661 -0.0106004780723126 0.0197239562621668 0.0216971805691637 0.826134467309744 0.00178807717421105 0.0918738369707529
"V27" "Train" 0.0086615393624522 0.0049805571465114 0.0113143952663626 0.016478358504661 -0.00179370271233894 0.0101563812455884 0.810309483808734 0.0294363279485071 0.100925863699552
"V28" "Test" 0.010718341677002 -0.0061415329469857 -0.00393483131553282 -0.101206840010999 0.00165938212477295 -0.0125721195127868 -0.0852427516737226 0.000364856375144849 -0.131221849472214
"V28" "Train" 0.00653250587541144 -0.00644373201612812 -0.0037430762239384 -0.082973290010343 -0.0259833993866144 -0.0324201724343521 -0.0932150952720455 0.0296035152887405 -0.162418746253772
"V29" "Test" 0.0153014393549738 0.00661021851465743 0.00954178704076994 -0.00996842961102982 0.0129619771855153 0.0205441662316952 0.828438796447358 0.00133947131249183 0.0904841511777667
"V29" "Train" 0.00300802274392245 0.00477999097856841 0.0121573554710664 0.0206223588617573 0.00129522140308843 0.00902996808880421 0.810250846889918 0.0307838523610978 0.100117252113372
"V3" "Test" -0.004278652017321 0.00451996207891747 0.00185767369936641 -0.0203429473774876 0.0112620689747338 0.0101657867590868 0.815524194058737 -0.0286839780030769 0.0826433499790497
"V3" "Train" -0.00052218563521966 0.000153882435572501 0.00556666668499309 0.00514488134668698 0.0164390507100319 0.00745539232336287 0.804829368609859 -0.021162819721856 0.0926671954562718
"V30" "Test" 0.0104571094138479 -0.00133002395839099 -0.00254218524091956 -0.0925424543388207 0.00571639353729013 -0.00938659138236463 -0.0863144788286765 0.00271998292932581 -0.13032268791155
"V30" "Train" 9.65089665915319e-05 -0.00492342970577502 -0.00165896195921463 -0.0702869670464361 -0.0258994209972575 -0.0278361803439348 -0.0925727449554505 0.0306523965520261 -0.161629265621095
"V31" "Test" 0.00916190088062073 0.00891799691391563 0.00994618940919269 0.00244838930785149 0.0240439052966331 0.0228377076616298 0.826087191969165 0.00189479558855541 0.0914662366730726
"V31" "Train" -0.00225350991624928 0.00535538758254468 0.0105329431549362 0.0241098120566877 0.00712244342678658 0.00995469803362026 0.809386745571594 0.0323918757443711 0.0993475099293327
"V32" "Test" 0.00630382188850589 -0.00243872520524834 -0.00273467855957651 -0.0759246858305653 0.0124777134195128 -0.00474713753873648 -0.0857597626890511 0.00243686457103517 -0.125722457572538
"V32" "Train" -0.00686586806005076 -0.00280741301599137 -0.00129083095598233 -0.0611712001395925 -0.0186611913724151 -0.0218793570529125 -0.0932538399596372 0.0319709182980743 -0.161665932509573
"V33" "Test" 0.00324731698388628 0.00597673614780663 0.00778636096756452 0.00498470451771658 0.0292404333310188 0.0222435432205752 0.824122273125665 0.00261101746744109 0.0914227642806758
"V33" "Train" -0.00844321927035773 0.00438481565244741 0.0096442586855499 0.0276673413686088 0.00986913181745023 0.0114529538647414 0.809129101653749 0.0332289464537819 0.0974622431529863
"V34" "Test" -0.000681631612738683 -0.00363221605667953 -0.00236955311297787 -0.063863342417262 0.0214384577354681 -0.00670451301572567 -0.0851447427391304 0.00277567084194322 -0.124758937039924
"V34" "Train" -0.0142888416118105 -0.00507214227796258 -5.84728169785679e-05 -0.0510614653751832 -0.0181576453234909 -0.0181433064876624 -0.0934676845992432 0.0319142171064538 -0.163330523649211
"V35" "Test" -0.00375209697799179 0.00487631362246335 0.00796673491764009 0.00761032022728098 0.0290517991048086 0.0140105384645737 0.823670963317725 0.00365229334694559 0.0921672957220786
"V35" "Train" -0.0133745777706897 0.00259077023738546 0.00741064803313577 0.0266542364095583 0.00814508747588064 0.0106676935367008 0.806689974518413 0.0331849470002567 0.097694454492694
"V36" "Test" -0.00810899407295955 -0.00427646122961389 -0.00229506813646769 -0.0556269332576834 0.0230614839903775 -0.0137501685727263 -0.0834954724049296 0.00480632343845636 -0.119371068719106
"V36" "Train" -0.0181265650891774 -0.00594316130600087 -0.000814834589141827 -0.0469957994749182 -0.0138377520377699 -0.0178779834941809 -0.0927075151836735 0.0321806894234509 -0.159800153850128
"V37" "Test" -0.00844496413033627 0.00211620591347168 0.00777516421660628 0.00851828134413403 0.020400797223596 0.00933364763739639 0.823518592609207 0.00743501110431953 0.0934866805627279
"V37" "Train" -0.0157388139068748 0.00200499157125108 0.00617733685377592 0.0288859335635481 0.0124461624772663 0.00953333630639629 0.804391134320638 0.0334539166932699 0.0991053732305569
"V38" "Test" -0.0147285070861501 -0.00397487918655746 -0.00162463380294569 -0.0559458510557916 0.0147605909180597 -0.0126244218275434 -0.084992817459854 0.00668654700365797 -0.116496706320015
"V38" "Train" -0.0214077174787304 -0.00562563862029039 -0.00202367829825123 -0.0409366600427023 -0.0110542076330699 -0.0147867427694247 -0.0928870606288635 0.033560679718692 -0.158174727939234
"V39" "Test" -0.0123785830224796 -0.000164174628300494 0.00733117583187709 0.00356237397038496 0.0138883588555601 0.00917232040843381 0.82372956576562 0.00923174422484119 0.0925607369192496
"V39" "Train" -0.0176619296322416 0.0018179514029418 0.00313670800874486 0.0260241186468485 0.0143598645702981 0.0100574172611364 0.803692972022218 0.0356087327680776 0.0986301350440734
"V4" "Test" -0.0802986433431532 -0.0540156944915318 -0.0447712304237843 -0.239619784616603 -0.0612251832964942 -0.122473470425486 -0.0863527254917293 -0.0324163313837257 -0.165685765248678
"V4" "Train" -0.0862026138658294 -0.0405361434228215 -0.0240317568905921 -0.216832932595377 -0.155567212510886 -0.127146145672201 -0.097214833933102 -0.0216706464616822 -0.199926589242981
"V40" "Test" -0.0196447635422939 -0.00701086264983607 -0.00263576862095799 -0.0651316519558804 0.00573607747054165 -0.00972582459811491 -0.0843607113378677 0.00801491526504094 -0.118153428994599
"V40" "Train" -0.0231812116985379 -0.00494353111818488 -0.00339421910180675 -0.0395708605823655 0.00225661682972821 -0.0149196872155079 -0.0917903545566067 0.0345037746183326 -0.15965307645641
"V41" "Test" -0.0168593189452839 -0.00560848138466889 0.00659220055481304 -0.00343161470515938 0.0124876287618345 0.0142192511160835 0.823933074327424 0.00900498356551247 0.0925556152797661
"V41" "Train" -0.0179679721125574 0.00222508908630873 0.00263715427223047 0.0223198620450091 0.0169344041715341 0.0107184399634911 0.803741108875296 0.0358187876112679 0.0965298855882973
"V42" "Test" -0.0213658030213304 -0.0122365006160456 -0.00233583492906525 -0.0613027059073105 0.0144467068886592 -0.0047459792203178 -0.0836282089833333 0.00994498612895278 -0.114555498781471
"V42" "Train" -0.0214240193772062 -0.00509944942332316 -0.00419975883004398 -0.0418017743704545 0.00539170837355678 -0.010783795605381 -0.0930223854502247 0.0343184706225441 -0.160900783936112
"V43" "Test" -0.0202116520769336 -0.00864802784836587 0.00555026141525267 0.000411915469150794 0.0189989335392464 0.0115074637813484 0.82389587417442 0.0119648743926252 0.0929213477718291
"V43" "Train" -0.0169624519625718 0.000714815717519316 0.00206283935723404 0.0193027534861595 0.0122814563282751 0.0110866511731257 0.804705701209971 0.0348531899448751 0.0965976298642954
"V44" "Test" -0.0207198702220871 -0.0125585200738795 -0.00194600100229032 -0.0533476610751144 0.00978035971861098 -0.00710825796584388 -0.0846831031591912 0.0136072088758668 -0.115980703583472
"V44" "Train" -0.0208533859083592 -0.00522094967189335 -0.0042746104314929 -0.038238503037878 0.00391730007516027 -0.00906618644476575 -0.0922485818422819 0.0360725010750624 -0.158932778488369
"V45" "Test" -0.0218519617847816 -0.00973342192773016 0.00696464521358443 -0.00168300244925696 0.00769016907570485 0.00713752304863398 0.82428070721392 0.0149499540867441 0.0932343784538867
"V45" "Train" -0.0139969090358852 0.000379831040692671 0.00164133835325706 0.0204357423580585 0.013450943695934 0.00776439847569606 0.806252480227767 0.0378992630186669 0.096389795652908
"V46" "Test" -0.0189417503133636 -0.0124792649987432 0.000502168865791556 -0.0563476735411893 -0.00220719222992941 -0.0104857440817348 -0.0848414091838235 0.0131742118001035 -0.113452062652523
"V46" "Train" -0.016249034722543 -0.00466662018906736 -0.00405803744116097 -0.0303676965599711 0.00227562532350685 -0.0100883487855485 -0.0922777514582022 0.0389655233858638 -0.157891458402059
"V47" "Test" -0.0186179138596652 -0.00764925611778904 0.00631883390783034 -0.00833776753924885 0.0073308319217422 0.00647196749600846 0.824616009106484 0.0141028546141906 0.0919110249568693
"V47" "Train" -0.00839063785765555 0.00144329287328861 0.000748281391666411 0.01978807120045 0.0102649159240207 0.00365471822376074 0.805928699289252 0.0397828552616646 0.096470423399833
"V48" "Test" -0.0127055681805099 -0.0076043770060839 0.000200801181915501 -0.0574018934322546 0.00120873292385469 -0.0106064653707504 -0.0854199184044117 0.0110741311402633 -0.114805839681184
"V48" "Train" -0.008464603779974 -0.00497771848337283 -0.00350109750154004 -0.0308558195393814 0.00391917731183909 -0.0122306176604757 -0.0931354416344343 0.0393665830682714 -0.156399091468068
"V49" "Test" -0.0152246059202572 -0.00495104083339158 0.00509691023791633 -0.0111071191330448 0.0102799649582389 0.00545293619894712 0.824439920179804 0.0144258858895043 0.0907378045771912
